"TRIGRAMME","NOM_VALIDE","CD_NOM","STATUT_FR"
"Crytra","Cryptocarya transversa Kosterm., 1974",673373,"A"
"Cryvel","Cryptocarya velutinosa Kosterm., 1974",674054,"A"
"Endart","Endiandra artensis Munzinger & McPherson, 2018",921575,"A"
"Endbai","Endiandra baillonii (Pancher & Sebert) Guillaumin, 1924",673374,"A"
"Endlec","Endiandra lecardii Guillaumin, 1924",673188,"A"
"Endneo","Endiandra neocaledonica Kosterm., 1974",673189,"A"
"Endpol","Endiandra polyneura Schltr., 1906",673190,"A"
"Endpou","Endiandra poueboensis Guillaumin, 1924",673191,"A"
"Endseb","Endiandra sebertii Guillaumin, 1924",673192,"A"
"Laureae","Laureae Le Maout & Decne., 1868",929357,"P"
"Adenodaphne","Adenodaphne S.Moore, 1921",672344,"A"
"Ademac","Adenodaphne macrophylla Kosterm., 1974",673359,"A"
"Adespa","Adenodaphne spathulata Kosterm., 1974",673360,"A"
"Adetri","Adenodaphne triplinervia Kosterm., 1974",673361,"A"
"Adeuni","Adenodaphne uniflora (Guillaumin) Kosterm., 1974",674488,"A"
"Adeuniuni","Adenodaphne uniflora var. uniflora (Guillaumin) Kosterm., 1974",674534,"A"
"Adeunifra","Adenodaphne uniflora var. francii (Däniker) Kosterm.",674588,"A"
"Laurus","Laurus L., 1753",193894,"P"
"Launob","Laurus nobilis L., 1753",105295,"P"
"Litdep","Litsea deplanchei Guillaumin, 1925",671138,"A"
"Lithum","Litsea humboldtiana Guillaumin, 1925",671139,"A"
"Litimb","Litsea imbricata Guillaumin, 1925",671140,"A"
"Litlec","Litsea lecardii Guillaumin, 1925",671141,"A"
"Litlon","Litsea longipedunculata Kosterm.",671142,"A"
"Litmac","Litsea mackeei Kosterm., 1977",671143,"A"
"Litmia","Litsea miana Guillaumin, 1925",671144,"A"
"Litneo","Litsea neocaledonica S.Moore, 1921",671145,"A"
"Litova","Litsea ovalis Kosterm., 1974",671146,"A"
"Litpao","Litsea paouensis Guillaumin",671147,"A"
"Litpen","Litsea pentaflora Guillaumin, 1925",671148,"A"
"Litrac","Litsea racemiflora Däniker",672449,"A"
"Litrip","Litsea ripidion Guillaumin, 1920",672448,"A"
"Litste","Litsea stenophylla Guillaumin, 1964",671149,"A"
"Littri","Litsea triflora Guillaumin, 1920",671150,"A"
"Perseeae","Perseeae Nees, 1836",929354,"M"
"Persea","Persea Mill., 1754",445725,"M"
"Perame2","Persea americana Mill., 1768",447273,"M"
"Perind","Persea indica (L.) Spreng., 1825",968737,"M"
"Perurb","Persea urbaniana Mez, 1889",637847,"A"
"Hedara","Hedycarya aragoensis Jérémie",673234,"A"
"Hedbau","Hedycarya baudouini Baill.",674029,"A"
"Hedchr","Hedycarya chrysophylla Perkins",674425,"A"
"Hedcup","Hedycarya cupulata Baill.",673236,"A"
"Hedeng","Hedycarya engleriana S.Moore, 1921",674030,"A"
"Hedpar","Hedycarya parvifolia Perkins & Schltr.",673237,"A"
"Hedper","Hedycarya perbracteolata Jérémie, 1983",673238,"A"
"Hedriv","Hedycarya rivularis Guillaumin, 1927",673239,"A"
"Hedsym","Hedycarya symplocoides S.Moore",673240,"A"
"Kibaropsis","Kibaropsis Vieillard ex Guillaumin, 1927",672653,"A"
"Kibcal","Kibaropsis caledonica (Guillaumin) Jérémie",673241,"A"
"Monimia","Monimia Thouars, 1804",705291,"A"
"Monamp","Monimia amplexicaulis Lorence, 1982",706547,"A"
"Monova","Monimia ovalifolia Thouars, 1804",706548,"A"
"Monrot","Monimia rotundifolia Thouars, 1804",706549,"A"
"Tamcra","Tambourissa crassa Lorence, 1982",706853,"A"
"Tamell","Tambourissa elliptica (Tul.) A.DC., 1868",706854,"A"
"Tamellmic","Tambourissa elliptica subsp. micrantha Lorence, 1982",707085,"A"
"Tamellell","Tambourissa elliptica subsp. elliptica (Tul.) A.DC., 1868",707097,"A"
"Tamlep","Tambourissa leptophylla (Tul.) A.DC., 1868",807544,"A"
"LilPer","Liliales Perleb, 1826",522844,"P"
"Alstroemeriaceae","Alstroemeriaceae Dumort., 1829",187225,"P"
"Alstroemeria","Alstroemeria L., 1762",189005,"P"
"Alsama","Alstroemeria amazonica Ducke, 1915",843385,"A"
"Alsaur","Alstroemeria aurea Graham, 1833",81824,"M"
"Alshae","Alstroemeria haemantha Ruiz & Pav., 1802",81825,"M"
"Alslig","Alstroemeria ligtu L., 1762",81826,"M"
"Campynemanthe","Campynemanthe Baill., 1893",672525,"A"
"Camneo","Campynemanthe neocaledonica (Rendle) Goldblatt, 1986",672862,"A"
"Campar","Campynemanthe parva Goldblatt, 1986",672863,"A"
"Camvir","Campynemanthe viridiflora Baill., 1893",672864,"A"
"Colchicaceae","Colchicaceae DC., 1804 [nom. cons.]",187436,"P"
"Colchicum","Colchicum L., 1753",191023,"P"
"ColalpxColaut","Colchicum alpinum x Colchicum autumnale",611307,"P"
"Colalp","Colchicum alpinum DC., 1805",92124,"P"
"Colare","Colchicum arenasii Fridl., 1999",159903,"E"
"Colaut","Colchicum autumnale L., 1753",92127,"P"
"Colbul","Colchicum bulbocodium Ker Gawl., 1807",92132,"P"
"Colcor","Colchicum corsicum Baker, 1879",92136,"E"
"Colcup","Colchicum cupanii Guss., 1827",92138,"I"
"Colfil","Colchicum filifolium (Cambess.) Stef., 1926",92139,"P"
"Colhay","Colchicum haynaldii Heuff., 1858",92142,"M"
"Colxagr","Colchicum x agrippinum Baker, 1879",923664,"M"
"Collon","Colchicum longifolium Castagne, 1845",92146,"P"
"Colmon","Colchicum montanum L., 1753",92148,"P"
"Colmul","Colchicum multiflorum Brot., 1804",92149,"Q"
"Colnan","Colchicum nanum K.Perss., 2007",717143,"S"
"Colpar","Colchicum paranquei (Fridl. & M.Pignal) Fridl. & J.-M.Tison, 2021",997502,"P"
"Colvar","Colchicum variegatum L., 1753",160967,"Q"
"Liliaceae","Liliaceae Juss., 1789",187464,"P"
"Erythronium","Erythronium L., 1753",192337,"P"
"Eryden","Erythronium dens-canis L., 1753",97325,"P"
"Fritillaria","Fritillaria L., 1753",192630,"P"
"Fribur","Fritillaria burnatii (Planch.) Backh., 1879",98967,"P"
"Friimp","Fritillaria imperialis L., 1753",98970,"M"
"Friinv","Fritillaria involucrata All., 1789",98972,"P"
"Frimel","Fritillaria meleagris L., 1753",98977,"P"
"Frimog","Fritillaria moggridgei Baker, 1879",98978,"P"
"Frimon","Fritillaria montana Hoppe, 1832",98979,"P"
"Friper","Fritillaria persica L., 1753",717205,"M"
"Fripyr","Fritillaria pyrenaica L., 1753",98985,"P"
"Fritub","Fritillaria tubiformis Gren. & Godr., 1855",98988,"P"
"Gagea","Gagea Salisb., 1806",192666,"P"
"Gagapu","Gagea apulica Peruzzi & J.-M.Tison, 2012",788873,"P"
"Gagboh","Gagea bohemica (Zauschn.) Schult. & Schult.f., 1829",99165,"P"
"Gagfol","Gagea foliosa (C.Presl) Schult. & Schult.f., 1830",99178,"Q"
"Gagfra","Gagea fragifera (Vill.) E.Bayer & G.López, 1989",99180,"P"
"Gaggra","Gagea granatelli (Parl.) Parl., 1845",99181,"P"
"Gagxhae","Gagea x haeckelii Dufft & M.Schulze, 1874",99212,"P"
"Gaglac","Gagea lacaitae A.Terracc., 1904",99182,"P"
"Gaglub","Gagea luberonensis J.-M.Tison, 1998",99214,"P"
"Gaglus","Gagea lusitanica A.Terracc., 1904",717206,"P"
"GaglutxGagpra","Gagea lutea x Gagea pratensis",611240,"P"
"Gaglut","Gagea lutea (L.) Ker Gawl., 1809",99185,"P"
"Gagmau","Gagea mauritanica Durieu ex Coss., 1875",99186,"Q"
"Gagmin","Gagea minima (L.) Ker Gawl., 1816",99187,"P"
"Gagpol","Gagea polidorii J.-M.Tison, 2004",160974,"P"
"Gagpom","Gagea pomeranica R.Ruthe, 1893",99193,"P"
"Gagpra","Gagea pratensis (Pers.) Dumort., 1827",99194,"P"
"Gagrev","Gagea reverchonii Degen, 1903",99198,"P"
"Gagser","Gagea serotina (L.) Ker Gawl., 1816",99202,"P"
"Gagsol","Gagea soleirolii F.W.Schultz, 1836",99205,"P"
"Gagspa","Gagea spathacea (Hayne) Salisb., 1806",99206,"P"
"Gagsub","Gagea subtrigona J.-M.Tison, 2009",968155,"P"
"Gagvil","Gagea villosa (M.Bieb.) Sweet, 1826",99211,"P"
"Lilium","Lilium L., 1753",194127,"P"
"Lilaur","Lilium auratum Lindl., 1862",611053,"M"
"Lilbul","Lilium bulbiferum L., 1753",105979,"P"
"Lilbulcro","Lilium bulbiferum var. croceum (Chaix) Pers., 1805",148200,"P"
"Lilcan","Lilium candidum L., 1753",105980,"I"
"Lillan","Lilium lancifolium Thunb., 1794",105986,"M"
"Lilmar","Lilium martagon L., 1753",105989,"P"
"Lilpom","Lilium pomponium L., 1753",105991,"P"
"Lilpyr","Lilium pyrenaicum Gouan, 1773",105992,"P"
"Lilreg","Lilium regale Wilson, 1913",105993,"M"
"Lilspe","Lilium speciosum Thunb., 1794",105996,"M"
"Streptopus","Streptopus Michx., 1803",198036,"P"
"Stramp","Streptopus amplexifolius (L.) DC., 1805",125226,"P"
"Tulipa","Tulipa L., 1753",198738,"P"
"Tulage","Tulipa agenensis DC., 1804",127915,"I"
"Tulaxi","Tulipa aximensis Jord. ex Baker, 1894",127918,"Z"
"Tulbil","Tulipa billietiana Jord., 1858",127921,"Z"
"Tulclu","Tulipa clusiana DC., 1804",127925,"I"
"Tuldid","Tulipa didieri Jord., 1846",127928,"Z"
"Tuleic","Tulipa eichleri Regel, 1874",127929,"M"
"Tulfos","Tulipa fosteriana Hoog, 1914",127931,"M"
"Tulges","Tulipa gesneriana L., 1753",127934,"I"
"Tulkau","Tulipa kaufmanniana Regel, 1877",127937,"M"
"Tullor","Tulipa lortetii Jord., 1858",127938,"E"
"Tulmar","Tulipa marjolleti E.P.Perrier & Songeon, 1894",127942,"Z"
"Tulmau","Tulipa mauriana Jord. & Fourr., 1866",127943,"Z"
"Tulmon","Tulipa montisandrei J.Prudhomme, 1994",127945,"E"
"Tulpla","Tulipa planifolia Jord., 1858",127950,"E"
"Tulpla2","Tulipa platystigma Jord., 1855",127951,"E"
"Tulpra","Tulipa praestans Hoog, 1903",127953,"M"
"Tulrad","Tulipa raddii Reboul, 1822",127956,"I"
"Tulrub","Tulipa rubidusa L.Lieser, 2008",611363,"E"
"Tulsyl","Tulipa sylvestris L., 1753",127966,"P"
"Tulsylsyl","Tulipa sylvestris subsp. sylvestris L., 1753",142006,"P"
"Tulsylaus","Tulipa sylvestris subsp. australis (Link) Pamp., 1914",142001,"P"
"Melanthiaceae","Melanthiaceae Batsch ex Borkh., 1797",187442,"P"
"Paris","Paris L., 1753",195842,"P"
"Parqua","Paris quadrifolia L., 1753",112421,"P"
"Triere","Trillium erectum L., 1753",611621,"M"
"Veratrum","Veratrum L., 1753",198878,"P"
"Veralb","Veratrum album L., 1753",128520,"P"
"Vernig2","Veratrum nigrum L., 1753",128522,"P"
"Smilacaceae","Smilacaceae Vent., 1799",187446,"P"
"Smilax","Smilax L., 1753",197723,"P"
"Smiasp","Smilax aspera L., 1753",123987,"P"
"Smicor","Smilax coriacea Spreng., 1825",630684,"A"
"Smigui","Smilax guianensis Vitman, 1791",630685,"A"
"Smilig","Smilax ligustrifolia A.DC., 1878",671594,"A"
"Smineo","Smilax neocaledonica Schltr., 1906",671595,"A"
"Smiorb","Smilax orbiculata Labill., 1824",671596,"A"
"Smiorborb","Smilax orbiculata var. orbiculata Labill., 1824",830191,"A"
"Smiorbbal","Smilax orbiculata var. balansae A.DC.",830265,"A"
"Smiplu","Smilax plurifurcata A.DC., 1878",671597,"A"
"Smipur","Smilax purpurata G.Forst., 1786",672175,"A"
"Smipurpur","Smilax purpurata var. purpurata G.Forst., 1786",830190,"A"
"Smipurbil","Smilax purpurata var. billardierei A.DC.",830189,"A"
"Smipurcon","Smilax purpurata var. concolor A.DC.",830187,"A"
"Smipurret","Smilax purpurata var. retusa A.DC.",830188,"A"
"Smirot","Smilax rotundifolia L., 1753",611478,"M"
"Smisau","Smilax saulensis J.D.Mitch., 1994",969510,"A"
"Smital","Smilax talbotiana A.DC., 1878",955610,"A"
"Smitet","Smilax tetraptera Schltr., 1906",671598,"A"
"LilTak","Lilianae Takht., 1967",593930,"P"
"LunD.G","Lunulariales D.G.Long, 2006",658452,"P"
"Lunulariaceae","Lunulariaceae H.Klinggr.",188413,"P"
"Lunularia","Lunularia Adans., 1763",194314,"P"
"Luncru","Lunularia cruciata (L.) Dumort. ex Lindb., 1868",6167,"P"
"LycDC.","Lycopodiales DC. ex Bercht. & J.Presl, 1820",187171,"P"
"Lycopodiaceae","Lycopodiaceae P.Beauv. ex Mirb., 1802",187172,"P"
"Huperzioideae","Huperzioideae W.H.Wagner & Beitel ex B.Øllg., 2015",845651,"P"
"Huperzia","Huperzia Bernh., 1801",193375,"P"
"Hupsel","Huperzia selago (L.) Bernh. ex Schrank & Mart., 1829",103034,"P"
"Hupselsel","Huperzia selago subsp. selago (L.) Bernh. ex Schrank & Mart., 1829",136696,"P"
"Hupsub","Huperzia suberecta (Lowe) Tardieu, 1970",103035,"A"
"Phlbal","Phlegmariurus balansae (Herter) A.R.Field & Bostock, 2016",830173,"A"
"Phlhae","Phlegmariurus haeckelii (Herter) A.R.Field & Testo, 2015",979731,"A"
"Phlign","Phlegmariurus ignambiensis (Compton) A.R.Field & Testo, 2015",830213,"A"
"Phlneo","Phlegmariurus neocaledonicus (Nessel) A.R.Field & Bostock",830255,"A"
"Phlpse","Phlegmariurus pseudovarius (Brownlie) Rouhan & A.R.Field, 2021",984087,"A"
"Phlrib","Phlegmariurus ribourtii (Herter) A.R.Field & Bostock, 2013",979735,"A"
"Phlsch","Phlegmariurus schlechteri (E.Pritz.) A.R.Field & Bostock, 2013",921540,"A"
"Lycopodielloideae","Lycopodielloideae W.H.Wagner & Beitel ex B.Øllg., 2015",845652,"P"
"Lycopodiella","Lycopodiella Holub, 1964",194336,"P"
"Lycinu","Lycopodiella inundata (L.) Holub, 1964",106993,"P"
"Lycrai","Lycopodiella raiateensis (J.W.Moore) J.Florence [comb. ined.]",446752,"A"
"Lycopodioideae","Lycopodioideae W.H.Wagner & Beitel ex B.Øllg., 2015",845653,"P"
"Austrolycopodium","Austrolycopodium Holub., 1991",939525,"A"
"Dendrolycopodium","Dendrolycopodium A.Haines, 2003",939526,"A"
"Diphasiastrum","Diphasiastrum Holub, 1975",191812,"P"
"Dipalp","Diphasiastrum alpinum (L.) Holub, 1975",95056,"P"
"Dipcom","Diphasiastrum complanatum (L.) Holub, 1975",95057,"W"
"Dipcomcom","Diphasiastrum complanatum subsp. complanatum (L.) Holub, 1975",161019,"X"
"Diphen","Diphasiastrum henryanum (E.D.Br. & F.Br.) Holub, 1975",939838,"A"
"Dipiss","Diphasiastrum issleri (Rouy) Holub, 1975",95058,"P"
"Dipoel","Diphasiastrum oellgaardii Stoor, Boudrie, Jérôme, K.Horn & Bennert, 1996",95059,"P"
"Diptri","Diphasiastrum tristachyum (Pursh) Holub, 1975",95060,"P"
"Dipzei","Diphasiastrum zeilleri (Rouy) Holub, 1975",95061,"P"
"Lycopodium","Lycopodium L., 1753",194337,"P"
"Lyccla","Lycopodium clavatum L., 1753",107003,"P"
"Lyclag","Lycopodium lagopus (Laest. ex Hartm.) G.Zinserl. ex Kuzen., 1953",761876,"A"
"Spinulum","Spinulum A.Haines, 2003",939544,"P"
"Spiann","Spinulum annotinum (L.) A.Haines, 2003",719157,"P"
"Spiannann","Spinulum annotinum subsp. annotinum (L.) A.Haines, 2003",939840,"P"
"LycBek","Lycopodiidae Bek., 1863",593977,"P"
"Lyc","Lycopodiophyta",922881,"P"
"MagJus","Magnoliales Juss. ex Bercht. & J.Presl, 1820",593933,"P"
"Tetgui","Tetrameranthus guianensis Westra & Maas, 2012",839621,"A"
"Annech","Annona echinata Dunal, 1817",732501,"A"
"Annhae","Annona haematantha Miq., 1849",732503,"A"
"Annneo","Annona neoelliptica H.Rainer & Maas, 2007",779626,"A"
"Annsym","Annona symphyocarpa Sandwith, 1930",732508,"A"
"Gondum","Goniothalamus dumontetii R.M.K.Saunders & Munzinger, 2007",673866,"A"
"Gonobt","Goniothalamus obtusatus (Baill.) R.M.K.Saunders",673973,"A"
"Carsur","Cardiopetalum surinamense R.E.Fr., 1931",732512,"A"
"Tricau2","Trigynaea caudata (R.E.Fr.) R.E.Fr., 1946",899891,"A"
"Duggra","Duguetia granvilleana Maas, 1999",732519,"A"
"Dugoli","Duguetia oligocarpa Maas & J.A.C.Dam, 1996",732521,"A"
"Guaant","Guatteria anteridifera Scharf & Maas, 2008",779313,"A"
"Guacon","Guatteria conspicua R.E.Fr., 1950",732532,"A"
"Guaele","Guatteria elegans Scharf, 2006",779311,"A"
"Guaint","Guatteria intermedia Scharf, 2006",779312,"A"
"Gualeu","Guatteria leucotricha Scharf & Maas, 2006",779326,"A"
"Guaobl","Guatteria oblonga R.E.Fr., 1939",732536,"A"
"Guaour","Guatteria ouregou (Aubl.) Dunal, 1817",761696,"A"
"Guapan","Guatteria pannosa Scharf & Maas, 2006",779328,"A"
"Guaric","Guatteria richardii R.E.Fr., 1939",732540,"A"
"Guawac","Guatteria wachenheimii Benoist, 1927",732543,"A"
"Monkom2","Monanthotaxis komorensis P.H.Hoekstra, 2016",969104,"A"
"Xyldib","Xylopia dibaccata Däniker",674283,"A"
"Xylpal","Xylopia pallescens Baill., 1874",672897,"A"
"Xylpan","Xylopia pancheri Baill., 1874",672898,"A"
"Xylpul","Xylopia pulcherrima Sandwith, 1930",732568,"A"
"Xylric","Xylopia richardii Boivin ex Baill., 1864",706935,"A"
"Xylsur","Xylopia surinamensis R.E.Fr., 1952",732570,"A"
"Xylvie","Xylopia vieillardii Baill., 1868",672899,"A"
"Crebre","Cremastosperma brevipes (DC. ex Dunal) R.E.Fr., 1939",732513,"A"
"Unogla","Unonopsis glaucopetala R.E.Fr., 1907",732553,"A"
"Unoper","Unonopsis perrottetii (A.DC.) R.E.Fr., 1900",732555,"A"
"Hubhum","Huberantha humblotii (Drake ex Cavaco & Keraudren) Chaowasku, 2015",945046,"A"
"Meibai","Meiogyne baillonii (Guillaumin) Heusden, 1996",673902,"A"
"Meidum","Meiogyne dumetosa (Vieill. ex Guillaumin) Heusden",673903,"A"
"Meilec","Meiogyne lecardii (Guillaumin) Heusden, 1996",673904,"A"
"Meipun","Meiogyne punctulata (Baill.) I.M.Turner & Utteridge, 2017",921561,"A"
"Magnoliaceae","Magnoliaceae Juss., 1789",187293,"P"
"Liriodendron","Liriodendron L., 1753",194201,"P"
"Lirtul","Liriodendron tulipifera L., 1753",106365,"M"
"Magnolia","Magnolia L., 1753",194420,"P"
"Magden","Magnolia denudata Desr., 1792",107139,"M"
"Maggra","Magnolia grandiflora L., 1759",107141,"M"
"Maghyp","Magnolia hypoleuca Siebold & Zucc., 1845",107142,"M"
"Magxsou","Magnolia x soulangeana Soul.-Bod., 1827",107150,"M"
"Magkob","Magnolia kobus DC., 1818",107143,"M"
"Maglil","Magnolia liliiflora Desr., 1792",107144,"M"
"Magsie","Magnolia sieboldii K.Koch, 1853",107147,"M"
"Magste","Magnolia stellata (Siebold & Zucc.) Maxim., 1872",107148,"M"
"Magvir","Magnolia virginiana L., 1753",159726,"M"
"Virkwa","Virola kwatae Sabatier, 1997",734348,"A"
"MagTak","Magnolianae Takht., 1967",593931,"P"
"MagNov","Magnoliidae Novák ex Takht., 1967",544444,"P"
"MalJus","Malpighiales Juss. ex Bercht. & J.Presl, 1820",544897,"P"
"Erysif","Erythrospermum sifarii Hul, Labat & O. Pascal, 1998",807330,"A"
"Carsur2","Carpotroche surinamensis Uittien, 1925",733337,"A"
"Balbal","Balanops balansae Baill., 1872",674268,"A"
"Balmic","Balanops microstachya Baill., 1872",672851,"A"
"Baloli","Balanops oliviformis Baill., 1872",672852,"A"
"Balpac2","Balanops pachyphylla Baill. ex Guillaumin, 1911",674269,"A"
"Balpan","Balanops pancheri Baill.",672853,"A"
"Balspa","Balanops sparsiflora (Schltr.) Hjelmq.",672854,"A"
"Balvie","Balanops vieillardii Baill.",672855,"A"
"Calcal2","Calophyllum caledonicum Vieill. ex Planch. & Triana, 1861",673159,"A"
"Calcom","Calophyllum comorense H. Perrier, 1948",807223,"A"
"Caltac","Calophyllum tacamahaca Willd., 1811",705998,"A"
"Carpar2","Caraipa parvifolia Aubl., 1775",732996,"A"
"Carrac","Caraipa racemosa Rich. ex Cambess., 1828",732998,"A"
"Mahpal","Mahurea palustris Aubl., 1775",733019,"A"
"Mamneu","Mammea neurophylla (Schltr.) Kosterm.",673162,"A"
"Acigui","Acioa guianensis Aubl., 1775",732901,"A"
"Acisom","Acioa somnolens Maguire, 1951",732902,"A"
"Chrcus","Chrysobalanus cuspidatus Griseb. ex Duss, 1897",629332,"A"
"Chricaica","Chrysobalanus icaco subsp. icaco L., 1753",898530,"A"
"Chricapel","Chrysobalanus icaco subsp. pellocarpus (G.Mey.) A.E.Murray, 1982",629333,"A"
"Coucarcar","Couepia caryophylloides subsp. caryophylloides Benoist, 1922",847320,"A"
"Coujoa","Couepia joaquinae Prance, 1991",732909,"A"
"Coumar","Couepia martinii Prance, 1972",732911,"A"
"Couran","Couepia rankiniae Prance, 1992",847319,"A"
"Grabor","Grangeria borbonica Lam., 1789",710400,"A"
"Hirara","Hirtella araguariensis Prance, 1972",732917,"A"
"Hircou","Hirtella couepiiflora Prance, 1972",732921,"A"
"Hirmac","Hirtella macrosepala Sandwith, 1940",732927,"A"
"Hirmar","Hirtella margae Prance, 1986",779679,"A"
"Huncor","Hunga cordata Prance, 1983",672879,"A"
"Hunger","Hunga gerontogea (Schltr.) Prance, 1979",672880,"A"
"Hungui","Hunga guillauminii Prance, 1983",672881,"A"
"Hunlif","Hunga lifouana (Däniker) Prance, 1979",674277,"A"
"Hunmac","Hunga mackeeana Prance, 1979",672882,"A"
"Hunmin","Hunga minutiflora (Baker f.) Prance, 1979",672883,"A"
"Hunmyr","Hunga myrsinoides (Schltr.) Prance, 1983",672884,"A"
"Hunrha","Hunga rhamnoides (Guillaumin) Prance, 1979",674278,"A"
"Hymama","Hymenopus amapaensis (Prance) Sothers & Prance, 2016",847346,"A"
"Hymdiv","Hymenopus divaricatus (Benth.) Sothers & Prance, 2016",847340,"A"
"Hymlat","Hymenopus latistipulus (Prance) Sothers & Prance, 2016",847363,"A"
"Lepalb","Leptobalanus albiflorus (Fanshawe & Maguire) Sothers & Prance, 2016",847374,"A"
"Lepper2","Leptobalanus persaudii (Fanshawe & Maguire) Sothers & Prance, 2016",847385,"A"
"Licalb","Licania alba (Bernoulli) Cuatrec., 1964",732937,"A"
"Liccya","Licania cyathodes Benoist, 1919",732944,"A"
"Licdis","Licania discolor Pilg., 1914",732947,"A"
"Licfan","Licania fanshawei Prance, 1972",732950,"A"
"Licirw","Licania irwinii Prance, 1972",732957,"A"
"Licmaj","Licania majuscula Sagot, 1883",732968,"A"
"Licmax","Licania maxima Prance, 1972",732969,"A"
"Licova","Licania ovalifolia Kleinhoonte, 1933",732975,"A"
"Licpir","Licania piresii Prance, 1972",732980,"A"
"Licpru","Licania pruinosa Benoist, 1919",732982,"A"
